"Id","sex","age","VD02","VD03","VD04","VD05","VD06","VD07","VD08","VD09","VD10","VD11","VD12","VD14","VD15","VD16","VD17","VD18","VD19","VD20","VD21","VD22","VD23","VD24","VD25","VD26","VD27","VD28","VD29","VD30","VD31","VD33","VD34","VD35","VD36","VD38","VD39","VD40"
869.0,1,25.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
871.0,1,29.0,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
872.0,1,52.0,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1
873.0,1,46.0,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
874.0,1,22.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
878.0,1,24.0,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2
881.0,1,51.0,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2
882.0,1,49.0,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1
884.0,1,52.0,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
885.0,1,21.0,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
887.0,1,48.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
889.0,1,61.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
891.0,1,21.0,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2
892.0,1,65.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2
896.0,1,29.0,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2
897.0,1,56.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
899.0,1,35.0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
900.0,1,48.0,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
901.0,1,50.0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2
902.0,1,24.0,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2
903.0,1,43.0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2
905.0,1,34.0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
906.0,1,22.0,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
908.0,1,29.0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
909.0,1,24.0,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1
910.0,1,28.0,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2
911.0,1,22.0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
912.0,1,22.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
916.0,1,53.0,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2
917.0,1,54.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
918.0,1,50.0,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2
919.0,1,22.0,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1
921.0,1,45.0,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1
922.0,1,53.0,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2
924.0,1,21.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
925.0,1,50.0,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2
927.0,1,55.0,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2
928.0,1,39.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
929.0,1,27.0,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
930.0,1,59.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
931.0,1,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
932.0,1,36.0,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
933.0,1,24.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
934.0,1,22.0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1
935.0,1,29.0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
937.0,1,54.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1
939.0,1,23.0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
941.0,1,34.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
942.0,1,22.0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1
945.0,1,25.0,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1
946.0,1,43.0,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2
947.0,1,33.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
949.0,1,47.0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
950.0,1,44.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
952.0,1,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
953.0,1,54.0,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2
955.0,1,62.0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
958.0,1,52.0,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2
960.0,1,45.0,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1
964.0,1,25.0,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2
965.0,1,37.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
969.0,1,37.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
970.0,1,48.0,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
972.0,1,52.0,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2
973.0,1,52.0,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2
974.0,1,38.0,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2
977.0,1,44.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2
979.0,1,46.0,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
984.0,1,46.0,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1
985.0,1,57.0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2
988.0,1,55.0,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2
990.0,1,59.0,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2
991.0,1,60.0,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2
994.0,1,41.0,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2
995.0,1,45.0,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
996.0,1,57.0,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2
997.0,1,61.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
998.0,1,27.0,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2
1001.0,1,35.0,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1002.0,1,55.0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1006.0,1,56.0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2
1007.0,1,45.0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2
1009.0,1,51.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1013.0,1,46.0,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2
1014.0,1,46.0,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2
1015.0,1,49.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2
1017.0,1,54.0,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2
1018.0,1,54.0,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1
1020.0,1,20.0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
1021.0,1,47.0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2
1022.0,1,21.0,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2
1025.0,1,49.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1026.0,1,44.0,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2
1027.0,1,54.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1029.0,1,29.0,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2
1032.0,1,44.0,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1035.0,1,34.0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2
1036.0,1,55.0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1037.0,1,63.0,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2
1038.0,1,47.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1039.0,1,60.0,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2
1040.0,1,19.0,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2
1041.0,1,36.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1042.0,1,50.0,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2
1044.0,1,45.0,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2
1045.0,1,62.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1046.0,1,49.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1047.0,1,56.0,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2
1048.0,1,61.0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1049.0,1,34.0,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1050.0,1,34.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1051.0,1,23.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1052.0,1,50.0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1053.0,1,39.0,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1055.0,1,53.0,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
1056.0,1,62.0,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2
1057.0,1,44.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1058.0,1,28.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1059.0,1,43.0,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2
1060.0,1,38.0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1061.0,1,23.0,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2
1062.0,1,23.0,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2
1064.0,1,48.0,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2
1065.0,1,23.0,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2
1066.0,1,24.0,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2
1067.0,1,19.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1068.0,1,55.0,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1
1069.0,1,55.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1
1070.0,1,23.0,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1071.0,1,23.0,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2
1072.0,1,45.0,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2
1074.0,1,40.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1075.0,1,40.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1076.0,1,54.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1079.0,1,18.0,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2
1082.0,1,23.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1086.0,1,32.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1087.0,1,45.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1088.0,1,26.0,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2
1089.0,1,23.0,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2
1090.0,1,31.0,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2
1093.0,1,57.0,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2
1095.0,1,49.0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1098.0,1,41.0,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2
1103.0,1,46.0,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2
1104.0,1,61.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1105.0,1,59.0,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1106.0,1,44.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
1108.0,1,48.0,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2
1109.0,1,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110.0,1,51.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1111.0,1,28.0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
1112.0,1,49.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1113.0,1,48.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
1116.0,1,50.0,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1
1119.0,1,54.0,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2
1120.0,1,46.0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1122.0,1,59.0,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2
1127.0,1,54.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1128.0,1,48.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
1131.0,1,38.0,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2
1135.0,1,49.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
1136.0,1,30.0,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2
1140.0,1,19.0,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1
1141.0,1,40.0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
1143.0,1,52.0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
1145.0,1,46.0,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
